unit_id,blood_type,location_type,location_id,expiry_days_remaining
U03181,O+,hospital,H025,14
U03182,A+,hospital,H005,8
U03183,O-,hospital,H038,14
U03184,AB+,bloodbank,BB003,40
U03185,B+,hospital,H005,8
U03186,B-,bloodbank,BB055,26
U03187,B+,bloodbank,BB027,29
U03188,O+,bloodbank,BB011,9
U03189,O+,bloodbank,BB046,12
U03190,A+,bloodbank,BB043,39
U03191,B+,hospital,H033,8
U03192,O+,bloodbank,BB074,32
U03193,A+,bloodbank,BB053,33
U03194,B+,bloodbank,BB077,38
U03195,B+,bloodbank,BB013,23
U03196,B+,hospital,H022,18
U03197,O+,bloodbank,BB025,23
U03198,O+,hospital,H030,26
U03199,O+,bloodbank,BB047,15
U03200,A+,bloodbank,BB097,10
U03201,B+,bloodbank,BB076,10
U03202,A-,bloodbank,BB066,26
U03203,O+,hospital,H041,34
U03204,A+,hospital,H034,35
U03205,O+,bloodbank,BB076,29
U03206,B+,hospital,H011,3
U03207,O+,bloodbank,BB032,31
U03208,A+,bloodbank,BB038,14
U03209,O+,hospital,H033,42
U03210,B+,bloodbank,BB066,1
U03211,O+,hospital,H002,28
U03212,O+,bloodbank,BB019,12
U03213,O+,hospital,H009,23
U03214,A+,hospital,H007,23
U03215,A+,bloodbank,BB094,18
U03216,A+,hospital,H037,30
U03217,A-,hospital,H038,10
U03218,B+,bloodbank,BB049,4
U03219,B+,hospital,H002,35
U03220,B+,bloodbank,BB075,18
U03221,A+,bloodbank,BB007,23
U03222,B+,bloodbank,BB065,42
U03223,O+,bloodbank,BB050,6
U03224,A+,hospital,H038,14
U03225,A+,bloodbank,BB061,22
U03226,O+,bloodbank,BB085,9
U03227,B+,bloodbank,BB073,38
U03228,B-,hospital,H026,34
U03229,A+,hospital,H002,5
U03230,B+,hospital,H017,40
U03231,O+,bloodbank,BB090,10
U03232,B+,hospital,H022,3
U03233,A+,bloodbank,BB002,23
U03234,O+,hospital,H023,5
U03235,B+,bloodbank,BB036,11
U03236,O+,hospital,H046,8
U03237,B+,bloodbank,BB002,33
U03238,O+,hospital,H039,15
U03239,A+,hospital,H009,7
U03240,A+,bloodbank,BB073,22
U03241,A+,bloodbank,BB020,39
U03242,A+,hospital,H045,15
U03243,B+,bloodbank,BB037,7
U03244,A+,hospital,H014,26
U03245,B+,hospital,H033,32
U03246,A+,hospital,H035,21
U03247,A+,hospital,H018,36
U03248,B+,bloodbank,BB077,19
U03249,A+,bloodbank,BB025,25
U03250,O+,hospital,H050,36
U03251,A+,hospital,H041,32
U03252,O+,hospital,H016,6
U03253,O+,bloodbank,BB092,39
U03254,B+,bloodbank,BB002,23
U03255,O+,bloodbank,BB043,8
U03256,O+,bloodbank,BB040,32
U03257,A+,bloodbank,BB036,29
U03258,B+,bloodbank,BB018,12
U03259,A+,hospital,H018,1
U03260,A-,bloodbank,BB091,29
U03261,B+,hospital,H018,29
U03262,O+,hospital,H043,36
U03263,O+,bloodbank,BB030,26
U03264,B+,hospital,H047,33
U03265,O+,bloodbank,BB097,7
U03266,O+,hospital,H001,8
U03267,O+,bloodbank,BB017,15
U03268,A+,hospital,H001,9
U03269,O+,hospital,H050,35
U03270,O+,hospital,H042,20
U03271,B+,hospital,H038,30
U03272,O+,bloodbank,BB002,17
U03273,O+,bloodbank,BB096,29
U03274,O+,hospital,H015,10
U03275,B-,hospital,H005,23
U03276,A+,hospital,H023,25
U03277,B-,bloodbank,BB043,12
U03278,B+,bloodbank,BB015,8
U03279,O+,hospital,H015,4
U03280,O+,bloodbank,BB089,24
U03281,O+,bloodbank,BB076,42
U03282,O+,bloodbank,BB096,31
U03283,O+,hospital,H014,13
U03284,B+,hospital,H010,33
U03285,O+,bloodbank,BB048,29
U03286,O+,hospital,H009,30
U03287,O+,bloodbank,BB099,34
U03288,B+,bloodbank,BB019,38
U03289,A+,hospital,H019,25
U03290,AB-,hospital,H013,33
U03291,B+,bloodbank,BB076,11
U03292,A+,bloodbank,BB045,23
U03293,A+,hospital,H040,28
U03294,O-,bloodbank,BB048,5
U03295,A+,bloodbank,BB002,3
U03296,B+,bloodbank,BB081,30
U03297,O+,hospital,H050,14
U03298,B+,hospital,H040,41
U03299,A+,bloodbank,BB081,30
U03300,A+,hospital,H011,20
U03301,A+,hospital,H045,5
U03302,O+,bloodbank,BB006,33
U03303,B+,bloodbank,BB045,4
U03304,O+,hospital,H041,11
U03305,O-,bloodbank,BB071,37
U03306,O+,bloodbank,BB027,24
U03307,B+,hospital,H049,18
U03308,A+,hospital,H044,42
U03309,B+,hospital,H015,5
U03310,A+,bloodbank,BB090,5
U03311,O+,hospital,H030,31
U03312,O+,hospital,H039,19
U03313,O+,hospital,H047,39
U03314,B+,bloodbank,BB088,2
U03315,B+,bloodbank,BB051,42
U03316,B+,bloodbank,BB044,6
U03317,B+,hospital,H019,15
U03318,B+,hospital,H012,26
U03319,A+,bloodbank,BB099,5
U03320,O+,bloodbank,BB007,11
U03321,A+,hospital,H044,7
U03322,O+,bloodbank,BB024,9
U03323,O+,hospital,H029,2
U03324,A+,hospital,H050,17
U03325,O+,bloodbank,BB080,38
U03326,B+,bloodbank,BB047,2
U03327,B+,hospital,H025,37
U03328,B+,bloodbank,BB002,42
U03329,O+,bloodbank,BB025,33
U03330,A+,hospital,H049,27
U03331,B+,bloodbank,BB072,31
U03332,O+,hospital,H023,41
U03333,O+,hospital,H006,21
U03334,B+,bloodbank,BB011,14
U03335,B+,bloodbank,BB064,3
U03336,A+,hospital,H010,17
U03337,A+,bloodbank,BB044,36
U03338,A+,bloodbank,BB005,23
U03339,B+,hospital,H007,42
U03340,O-,bloodbank,BB014,7
U03341,O+,hospital,H023,1
U03342,A+,bloodbank,BB014,27
U03343,A+,hospital,H043,42
U03344,A+,bloodbank,BB075,26
U03345,A+,hospital,H012,37
U03346,O+,bloodbank,BB067,20
U03347,A+,bloodbank,BB015,42
U03348,A+,hospital,H017,16
U03349,A+,bloodbank,BB011,16
U03350,B+,bloodbank,BB089,34
U03351,O+,hospital,H041,36
U03352,B+,bloodbank,BB078,9
U03353,O-,bloodbank,BB049,25
U03354,O+,bloodbank,BB010,39
U03355,B+,bloodbank,BB005,12
U03356,B+,bloodbank,BB026,40
U03357,O+,bloodbank,BB083,27
U03358,O+,hospital,H024,35
U03359,O+,bloodbank,BB006,41
U03360,A+,hospital,H007,17
U03361,A+,hospital,H039,23
U03362,B+,bloodbank,BB027,21
U03363,O+,hospital,H039,11
U03364,B+,bloodbank,BB027,30
U03365,O-,hospital,H005,2
U03366,A+,bloodbank,BB067,33
U03367,O+,bloodbank,BB031,24
U03368,A+,bloodbank,BB078,19
U03369,O+,hospital,H027,21
U03370,O+,bloodbank,BB012,20
U03371,O+,hospital,H044,4
U03372,B+,bloodbank,BB099,3
U03373,B+,bloodbank,BB002,20
U03374,B+,hospital,H034,36
U03375,O+,hospital,H049,40
U03376,B+,hospital,H037,33
U03377,O+,bloodbank,BB067,33
U03378,O+,bloodbank,BB061,15
U03379,B+,bloodbank,BB031,29
U03380,AB+,bloodbank,BB061,11
U03381,B+,hospital,H024,42
U03382,A+,hospital,H029,4
U03383,A+,bloodbank,BB014,22
U03384,B+,hospital,H038,14
U03385,O-,bloodbank,BB021,13
U03386,O+,bloodbank,BB013,2
U03387,O+,bloodbank,BB099,11
U03388,B+,hospital,H030,36
U03389,B+,hospital,H016,19
U03390,O+,bloodbank,BB077,11
U03391,A+,bloodbank,BB081,10
U03392,O+,bloodbank,BB052,14
U03393,B+,bloodbank,BB089,10
U03394,A+,hospital,H025,18
U03395,O+,bloodbank,BB028,41
U03396,B+,hospital,H043,29
U03397,O+,hospital,H034,34
U03398,O-,bloodbank,BB083,34
U03399,O+,hospital,H016,35
U03400,B+,bloodbank,BB087,42
U03401,O+,hospital,H007,9
U03402,O+,bloodbank,BB088,12
U03403,A+,hospital,H001,4
U03404,O+,bloodbank,BB003,41
U03405,O+,hospital,H031,29
U03406,AB+,hospital,H007,39
U03407,A+,hospital,H046,3
U03408,O+,bloodbank,BB013,10
U03409,A+,hospital,H001,3
U03410,B+,hospital,H019,4
U03411,A+,bloodbank,BB026,17
U03412,B+,hospital,H013,36
U03413,A+,hospital,H019,4
U03414,B+,bloodbank,BB065,25
U03415,O+,bloodbank,BB075,12
U03416,A+,hospital,H010,30
U03417,A+,bloodbank,BB028,27
U03418,O+,bloodbank,BB038,14
U03419,B+,bloodbank,BB019,9
U03420,O+,bloodbank,BB054,6
U03421,A+,hospital,H042,20
U03422,A+,bloodbank,BB010,28
U03423,B+,bloodbank,BB025,5
U03424,A+,bloodbank,BB002,9
U03425,B-,bloodbank,BB100,37
U03426,A+,hospital,H027,41
U03427,O+,hospital,H006,9
U03428,O+,bloodbank,BB047,29
U03429,B+,bloodbank,BB076,42
U03430,O+,hospital,H047,23
U03431,A+,hospital,H010,30
U03432,A+,bloodbank,BB047,25
U03433,B+,bloodbank,BB034,7
U03434,A+,hospital,H035,15
U03435,O-,bloodbank,BB024,35
U03436,A+,hospital,H030,41
U03437,O+,hospital,H047,1
U03438,A+,bloodbank,BB037,8
U03439,A+,hospital,H041,8
U03440,A+,hospital,H016,26
U03441,O+,hospital,H012,27
U03442,B+,hospital,H039,39
U03443,O+,bloodbank,BB050,17
U03444,B+,bloodbank,BB052,1
U03445,O+,hospital,H048,41
U03446,B+,hospital,H014,34
U03447,A+,bloodbank,BB063,17
U03448,B+,bloodbank,BB001,26
U03449,O-,bloodbank,BB012,36
U03450,B+,hospital,H034,7
U03451,O+,hospital,H028,21
U03452,A+,bloodbank,BB048,6
U03453,A+,bloodbank,BB074,40
U03454,B+,bloodbank,BB044,10
U03455,A+,bloodbank,BB002,9
U03456,B+,bloodbank,BB041,34
U03457,A+,hospital,H015,37
U03458,O+,hospital,H047,33
U03459,B+,hospital,H032,29
U03460,O+,bloodbank,BB086,25
U03461,A+,hospital,H046,6
U03462,A+,bloodbank,BB095,31
U03463,O-,bloodbank,BB008,4
U03464,A+,bloodbank,BB084,18
U03465,O+,bloodbank,BB070,33
U03466,A+,hospital,H004,6
U03467,O-,hospital,H040,6
U03468,A+,bloodbank,BB036,6
U03469,O+,bloodbank,BB044,11
U03470,O+,hospital,H019,36
U03471,A+,bloodbank,BB017,25
U03472,O+,hospital,H045,13
U03473,A+,bloodbank,BB046,14
U03474,B+,bloodbank,BB084,29
U03475,B+,hospital,H004,5
U03476,O+,bloodbank,BB004,18
U03477,A+,bloodbank,BB047,9
U03478,B+,bloodbank,BB071,34
U03479,O+,hospital,H031,5
U03480,A+,bloodbank,BB088,17
U03481,O+,hospital,H011,32
U03482,A+,hospital,H008,26
U03483,B+,hospital,H047,6
U03484,B+,bloodbank,BB061,5
U03485,O+,hospital,H024,3
U03486,A+,bloodbank,BB015,22
U03487,A+,bloodbank,BB039,22
U03488,B+,bloodbank,BB002,37
U03489,B-,hospital,H005,3
U03490,O+,hospital,H046,2
U03491,B+,hospital,H043,7
U03492,B+,hospital,H040,23
U03493,B+,bloodbank,BB017,34
U03494,A+,hospital,H024,15
U03495,B+,bloodbank,BB014,4
U03496,B+,bloodbank,BB073,5
U03497,A+,bloodbank,BB048,36
U03498,A+,hospital,H019,32
U03499,O+,hospital,H048,17
U03500,A+,hospital,H021,41
U03501,B+,bloodbank,BB096,17
U03502,O-,hospital,H025,33
U03503,O+,bloodbank,BB019,34
U03504,B+,hospital,H038,6
U03505,B+,bloodbank,BB005,34
U03506,B+,hospital,H026,42
U03507,B+,bloodbank,BB091,1
U03508,O+,bloodbank,BB042,4
U03509,B+,bloodbank,BB020,23
U03510,A-,hospital,H032,2
U03511,O+,hospital,H012,6
U03512,A+,hospital,H021,33
U03513,O+,bloodbank,BB019,15
U03514,O+,hospital,H011,1
U03515,O+,bloodbank,BB097,41
U03516,B+,hospital,H002,37
U03517,A+,hospital,H048,2
U03518,O+,hospital,H044,13
U03519,O+,bloodbank,BB091,29
U03520,B+,bloodbank,BB086,42
U03521,A+,bloodbank,BB083,11
U03522,A+,bloodbank,BB024,7
U03523,O+,bloodbank,BB093,12
U03524,A+,hospital,H042,37
U03525,O+,hospital,H034,15
U03526,B+,hospital,H007,41
U03527,A+,bloodbank,BB033,16
U03528,B+,bloodbank,BB037,22
U03529,O+,hospital,H016,20
U03530,B+,bloodbank,BB061,18
U03531,O+,hospital,H018,24
U03532,A-,hospital,H045,2
U03533,B+,hospital,H013,36
U03534,O+,hospital,H031,8
U03535,O+,bloodbank,BB078,18
U03536,O+,hospital,H029,36
U03537,B+,bloodbank,BB069,33
U03538,B+,hospital,H002,23
U03539,O+,bloodbank,BB060,2
U03540,O-,hospital,H015,19
U03541,A+,hospital,H045,21
U03542,B-,hospital,H050,1
U03543,A+,hospital,H050,5
U03544,A+,hospital,H029,17
U03545,A+,hospital,H043,41
U03546,B+,hospital,H021,31
U03547,O+,hospital,H037,32
U03548,O+,bloodbank,BB062,15
U03549,B+,hospital,H030,6
U03550,A+,bloodbank,BB100,41
U03551,B+,hospital,H025,10
U03552,O+,bloodbank,BB011,16
U03553,O+,bloodbank,BB010,42
U03554,A+,bloodbank,BB042,40
U03555,O+,bloodbank,BB055,11
U03556,O+,hospital,H015,36
U03557,A+,hospital,H040,19
U03558,O+,hospital,H022,10
U03559,O+,hospital,H027,2
U03560,O+,hospital,H014,40
U03561,O+,bloodbank,BB010,21
U03562,A+,hospital,H018,31
U03563,O+,hospital,H038,39
U03564,B+,bloodbank,BB064,27
U03565,B+,hospital,H033,38
U03566,O+,bloodbank,BB028,29
U03567,B+,bloodbank,BB057,37
U03568,B+,bloodbank,BB029,35
U03569,B+,hospital,H048,28
U03570,O-,bloodbank,BB005,13
U03571,B+,bloodbank,BB072,31
U03572,O+,bloodbank,BB095,20
U03573,A+,hospital,H024,11
U03574,A+,bloodbank,BB076,15
U03575,O+,bloodbank,BB086,19
U03576,A+,hospital,H028,34
U03577,O+,bloodbank,BB005,32
U03578,A+,hospital,H036,8
U03579,O+,hospital,H032,25
U03580,A+,bloodbank,BB081,29
U03581,B+,hospital,H026,40
U03582,A+,bloodbank,BB008,10
U03583,B+,bloodbank,BB054,6
U03584,A+,hospital,H017,28
U03585,O+,hospital,H019,23
U03586,B+,bloodbank,BB047,32
U03587,B+,hospital,H040,27
U03588,O+,hospital,H030,2
U03589,A+,hospital,H015,3
U03590,A+,hospital,H002,34
U03591,A+,hospital,H010,7
U03592,O+,hospital,H021,15
U03593,B-,hospital,H018,17
U03594,O+,bloodbank,BB023,23
U03595,O+,bloodbank,BB032,27
U03596,B+,hospital,H015,27
U03597,A+,bloodbank,BB086,2
U03598,O+,hospital,H031,14
U03599,O+,hospital,H010,30
U03600,B-,hospital,H032,38
U03601,A+,hospital,H008,20
U03602,O+,bloodbank,BB021,4
U03603,O+,hospital,H034,32
U03604,A+,hospital,H049,21
U03605,B-,bloodbank,BB067,13
U03606,O+,bloodbank,BB070,8
U03607,O+,bloodbank,BB014,32
U03608,A+,bloodbank,BB015,2
U03609,B+,hospital,H012,13
U03610,O+,bloodbank,BB067,36
U03611,O+,hospital,H019,28
U03612,A+,bloodbank,BB012,2
U03613,A+,hospital,H012,7
U03614,B+,hospital,H050,2
U03615,B+,hospital,H016,5
U03616,O+,hospital,H003,11
U03617,A+,bloodbank,BB020,23
U03618,O+,bloodbank,BB017,12
U03619,O+,hospital,H011,24
U03620,B+,hospital,H040,37
U03621,O+,hospital,H005,26
U03622,B+,hospital,H048,31
U03623,A+,bloodbank,BB063,27
U03624,O-,hospital,H010,6
U03625,B+,hospital,H044,9
U03626,B+,hospital,H048,39
U03627,A+,hospital,H050,19
U03628,O-,hospital,H014,18
U03629,A+,hospital,H019,8
U03630,B+,hospital,H017,25
U03631,O+,hospital,H008,35
U03632,A+,hospital,H001,10
U03633,A+,hospital,H012,21
U03634,A+,hospital,H029,13
U03635,O+,bloodbank,BB025,41
U03636,O+,hospital,H046,4
U03637,O-,hospital,H029,27
U03638,A+,hospital,H004,22
U03639,B+,hospital,H046,15
U03640,A+,hospital,H020,33
U03641,A+,hospital,H014,40
U03642,B+,bloodbank,BB071,27
U03643,AB+,hospital,H029,18
U03644,O+,hospital,H033,37
U03645,A+,hospital,H013,8
U03646,O+,hospital,H032,15
U03647,O+,hospital,H005,15
U03648,A+,hospital,H014,37
U03649,B+,bloodbank,BB005,27
U03650,B+,bloodbank,BB048,9
U03651,A+,hospital,H042,11
U03652,B+,bloodbank,BB068,32
U03653,A+,bloodbank,BB073,14
U03654,B+,bloodbank,BB007,36
U03655,A+,hospital,H012,14
U03656,AB+,bloodbank,BB043,14
U03657,B+,bloodbank,BB061,23
U03658,O+,hospital,H020,34
U03659,O+,bloodbank,BB049,22
U03660,O+,bloodbank,BB082,33
U03661,O-,hospital,H031,27
U03662,O+,hospital,H031,5
U03663,O-,bloodbank,BB011,28
U03664,A+,bloodbank,BB084,21
U03665,B+,bloodbank,BB081,24
U03666,O+,bloodbank,BB066,29
U03667,B+,bloodbank,BB052,15
U03668,A+,hospital,H037,27
U03669,O+,bloodbank,BB063,26
U03670,B+,bloodbank,BB011,29
U03671,B+,hospital,H014,30
U03672,B+,hospital,H038,20
U03673,B+,bloodbank,BB085,10
U03674,O+,hospital,H031,13
U03675,B+,hospital,H020,33
U03676,O-,bloodbank,BB004,7
U03677,A+,hospital,H045,31
U03678,A+,hospital,H008,13
U03679,B+,hospital,H001,10
U03680,A+,hospital,H046,15
U03681,O+,hospital,H002,12
U03682,B+,hospital,H020,33
U03683,O+,bloodbank,BB005,17
U03684,O+,hospital,H035,6
U03685,O-,hospital,H037,38
U03686,O+,hospital,H048,26
U03687,O+,hospital,H024,16
U03688,A+,bloodbank,BB041,3
U03689,B+,bloodbank,BB043,38
U03690,O+,bloodbank,BB065,17
U03691,O+,hospital,H039,8
U03692,B+,bloodbank,BB062,7
U03693,O+,hospital,H046,38
U03694,B+,bloodbank,BB064,35
U03695,O+,hospital,H030,14
U03696,O+,bloodbank,BB064,38
U03697,A+,bloodbank,BB003,15
U03698,AB+,hospital,H002,34
U03699,O+,bloodbank,BB077,33
U03700,B+,hospital,H012,27
U03701,O-,bloodbank,BB047,18
U03702,O+,hospital,H043,19
U03703,A-,bloodbank,BB090,12
U03704,O+,hospital,H041,38
U03705,B+,bloodbank,BB044,10
U03706,A+,hospital,H036,42
U03707,B+,bloodbank,BB029,17
U03708,O+,bloodbank,BB032,6
U03709,B+,bloodbank,BB010,18
U03710,O+,bloodbank,BB021,26
U03711,A+,hospital,H016,17
U03712,B+,bloodbank,BB008,33
U03713,O+,bloodbank,BB010,17
U03714,AB+,hospital,H015,28
U03715,O+,bloodbank,BB078,1
U03716,O-,bloodbank,BB008,21
U03717,B+,bloodbank,BB066,6
U03718,O+,hospital,H015,26
U03719,O+,hospital,H048,7
U03720,A+,bloodbank,BB074,35
U03721,A+,bloodbank,BB050,18
U03722,A+,hospital,H012,36
U03723,O+,hospital,H025,37
U03724,A+,hospital,H036,33
U03725,B+,bloodbank,BB023,30
U03726,O+,bloodbank,BB043,12
U03727,A+,hospital,H003,16
U03728,A+,hospital,H025,31
U03729,B+,bloodbank,BB012,19
U03730,A+,bloodbank,BB028,10
U03731,B+,hospital,H044,23
U03732,O-,bloodbank,BB022,6
U03733,O+,hospital,H023,14
U03734,O+,hospital,H034,8
U03735,A+,hospital,H043,23
U03736,B+,bloodbank,BB042,17
U03737,B+,bloodbank,BB031,12
U03738,B+,bloodbank,BB013,34
U03739,AB+,hospital,H005,5
U03740,A+,bloodbank,BB020,7
U03741,O+,bloodbank,BB089,32
U03742,O+,hospital,H003,8
U03743,O+,bloodbank,BB090,7
U03744,O+,hospital,H018,4
U03745,O+,hospital,H003,1
U03746,A+,bloodbank,BB037,41
U03747,A+,bloodbank,BB080,4
U03748,O+,bloodbank,BB066,21
U03749,A+,bloodbank,BB093,7
U03750,B+,bloodbank,BB033,25
U03751,A+,hospital,H038,14
U03752,O+,hospital,H016,14
U03753,B+,bloodbank,BB068,10
U03754,O+,hospital,H013,6
U03755,O+,hospital,H001,11
U03756,O+,bloodbank,BB085,17
U03757,A+,hospital,H028,17
U03758,A+,bloodbank,BB034,30
U03759,A+,bloodbank,BB084,17
U03760,A+,hospital,H008,38
U03761,O+,bloodbank,BB082,18
U03762,O+,hospital,H016,5
U03763,A+,bloodbank,BB029,10
U03764,B+,hospital,H009,6
U03765,A-,bloodbank,BB048,38
U03766,O+,bloodbank,BB063,41
U03767,A+,bloodbank,BB026,40
U03768,B+,bloodbank,BB048,26
U03769,A+,bloodbank,BB071,18
U03770,O+,bloodbank,BB069,20
U03771,A+,bloodbank,BB076,27
U03772,B+,bloodbank,BB008,30
U03773,A+,bloodbank,BB059,24
U03774,A+,bloodbank,BB017,37
U03775,O+,bloodbank,BB079,18
U03776,B-,hospital,H021,18
U03777,O+,hospital,H041,40
U03778,A+,hospital,H030,29
U03779,B+,bloodbank,BB007,21
U03780,O+,bloodbank,BB081,35
U03781,B+,hospital,H049,6
U03782,B+,hospital,H018,26
U03783,O+,bloodbank,BB017,12
U03784,O-,bloodbank,BB089,29
U03785,B+,bloodbank,BB068,7
U03786,O+,hospital,H045,36
U03787,O+,bloodbank,BB096,26
U03788,B+,bloodbank,BB092,22
U03789,A+,hospital,H014,29
U03790,O+,hospital,H004,10
U03791,O+,hospital,H038,33
U03792,A+,bloodbank,BB037,37
U03793,B+,bloodbank,BB091,4
U03794,O+,hospital,H011,27
U03795,A+,hospital,H021,4
U03796,A+,hospital,H041,36
U03797,O+,bloodbank,BB044,30
U03798,O+,hospital,H004,8
U03799,O+,bloodbank,BB041,12
U03800,B+,bloodbank,BB018,24
U03801,B+,hospital,H043,22
U03802,A+,hospital,H030,7
U03803,B+,hospital,H004,10
U03804,O+,bloodbank,BB068,15
U03805,B+,hospital,H010,19
U03806,A+,bloodbank,BB083,37
U03807,O+,hospital,H039,33
U03808,O+,hospital,H043,10
U03809,A+,hospital,H027,2
U03810,O+,hospital,H036,34
U03811,O+,bloodbank,BB009,11
U03812,O-,bloodbank,BB068,24
U03813,B+,bloodbank,BB053,35
U03814,A+,bloodbank,BB043,2
U03815,A+,bloodbank,BB029,32
U03816,O+,hospital,H035,16
U03817,B+,hospital,H001,28
U03818,O+,hospital,H026,19
U03819,A+,hospital,H030,40
U03820,O+,hospital,H019,22
U03821,A+,bloodbank,BB076,11
U03822,O+,bloodbank,BB064,35
U03823,A+,hospital,H017,19
U03824,A+,bloodbank,BB078,5
U03825,A+,hospital,H029,26
U03826,O+,hospital,H035,22
U03827,O+,bloodbank,BB048,5
U03828,O-,bloodbank,BB011,28
U03829,O+,bloodbank,BB035,39
U03830,O+,bloodbank,BB041,5
U03831,B+,hospital,H004,3
U03832,B+,hospital,H029,14
U03833,O+,hospital,H008,5
U03834,O+,hospital,H016,35
U03835,O+,bloodbank,BB015,35
U03836,O+,bloodbank,BB085,10
U03837,O+,bloodbank,BB003,6
U03838,O+,bloodbank,BB034,33
U03839,A+,hospital,H009,26
U03840,A+,hospital,H018,24
U03841,A+,bloodbank,BB079,39
U03842,O-,hospital,H013,20
U03843,A+,hospital,H017,38
U03844,A-,bloodbank,BB041,14
U03845,O+,hospital,H009,15
U03846,O+,bloodbank,BB095,32
U03847,O+,bloodbank,BB005,20
U03848,B+,bloodbank,BB046,20
U03849,B+,bloodbank,BB011,5
U03850,B+,hospital,H026,13
U03851,A+,hospital,H004,24
U03852,O+,hospital,H026,8
U03853,B+,bloodbank,BB064,25
U03854,B+,bloodbank,BB054,24
U03855,B+,hospital,H023,36
U03856,B+,bloodbank,BB047,4
U03857,AB+,bloodbank,BB064,12
U03858,O+,hospital,H003,20
U03859,O-,hospital,H036,20
U03860,A+,hospital,H028,31
U03861,O-,bloodbank,BB078,27
U03862,B+,bloodbank,BB005,7
U03863,B+,bloodbank,BB097,29
U03864,B+,hospital,H017,33
U03865,O+,hospital,H029,41
U03866,O+,bloodbank,BB087,26
U03867,B+,bloodbank,BB047,23
U03868,O+,hospital,H022,15
U03869,O+,hospital,H007,12
U03870,A+,hospital,H047,40
U03871,B+,hospital,H012,41
U03872,A+,hospital,H004,1
U03873,B+,bloodbank,BB020,30
U03874,O-,bloodbank,BB063,11
U03875,B+,hospital,H010,25
U03876,AB+,hospital,H011,41
U03877,B+,hospital,H001,31
U03878,A+,hospital,H006,7
U03879,B+,bloodbank,BB009,11
U03880,O+,bloodbank,BB056,33
U03881,A-,bloodbank,BB046,7
U03882,O-,hospital,H031,2
U03883,A+,bloodbank,BB051,36
U03884,B+,bloodbank,BB002,23
U03885,O+,hospital,H030,42
U03886,B+,bloodbank,BB081,29
U03887,A+,hospital,H031,20
U03888,A+,bloodbank,BB090,42
U03889,O+,hospital,H029,38
U03890,A+,hospital,H034,26
U03891,B+,hospital,H033,37
U03892,O-,bloodbank,BB067,19
U03893,A+,bloodbank,BB030,28
U03894,O+,bloodbank,BB047,13
U03895,A+,hospital,H032,20
U03896,O+,hospital,H037,37
U03897,B+,hospital,H049,24
U03898,A+,bloodbank,BB078,32
U03899,A+,hospital,H004,12
U03900,O+,bloodbank,BB021,25
U03901,B+,bloodbank,BB028,12
U03902,O-,hospital,H003,20
U03903,O+,bloodbank,BB100,24
U03904,A+,hospital,H024,2
U03905,B+,hospital,H021,12
U03906,B+,bloodbank,BB082,10
U03907,O+,bloodbank,BB030,35
U03908,A+,hospital,H020,35
U03909,B+,hospital,H037,12
U03910,B+,bloodbank,BB050,31
U03911,O+,bloodbank,BB016,39
U03912,A+,bloodbank,BB093,15
U03913,B+,bloodbank,BB014,32
U03914,A+,bloodbank,BB075,25
U03915,B+,hospital,H001,4
U03916,A+,bloodbank,BB094,10
U03917,A-,hospital,H020,23
U03918,B+,hospital,H011,16
U03919,O+,bloodbank,BB093,15
U03920,B+,hospital,H025,12
U03921,O+,hospital,H023,37
U03922,B+,hospital,H001,42
U03923,B+,bloodbank,BB096,36
U03924,B+,hospital,H005,28
U03925,O+,hospital,H013,35
U03926,O+,hospital,H036,14
U03927,O+,bloodbank,BB053,27
U03928,O-,hospital,H009,37
U03929,B+,hospital,H047,5
U03930,O+,bloodbank,BB098,12
U03931,A+,bloodbank,BB084,37
U03932,A+,bloodbank,BB012,20
U03933,A+,hospital,H012,19
U03934,O+,bloodbank,BB076,4
U03935,A+,bloodbank,BB042,2
U03936,A+,bloodbank,BB013,40
U03937,A+,hospital,H014,12
U03938,O-,bloodbank,BB049,20
U03939,A+,hospital,H022,15
U03940,O+,hospital,H016,11
U03941,A+,hospital,H024,17
U03942,B+,bloodbank,BB078,35
U03943,B+,bloodbank,BB053,25
U03944,O+,hospital,H048,17
U03945,O-,bloodbank,BB036,28
U03946,A+,bloodbank,BB068,2
U03947,A+,bloodbank,BB067,37
U03948,O+,bloodbank,BB087,18
U03949,B+,bloodbank,BB088,42
U03950,O-,hospital,H004,39
U03951,A+,bloodbank,BB005,36
U03952,B+,hospital,H023,4
U03953,O-,bloodbank,BB051,38
U03954,B+,bloodbank,BB062,2
U03955,B+,bloodbank,BB045,26
U03956,A+,hospital,H026,24
U03957,B+,bloodbank,BB085,2
U03958,A+,bloodbank,BB008,22
U03959,O+,hospital,H015,9
U03960,A+,bloodbank,BB026,13
U03961,O+,bloodbank,BB030,20
U03962,O+,hospital,H046,30
U03963,A+,hospital,H033,34
U03964,B+,bloodbank,BB091,36
U03965,B+,hospital,H030,1
U03966,A+,bloodbank,BB063,1
U03967,B+,hospital,H030,36
U03968,B+,bloodbank,BB059,34
U03969,A+,bloodbank,BB067,31
U03970,O+,hospital,H021,10
U03971,A+,hospital,H021,19
U03972,O+,bloodbank,BB040,13
U03973,B+,bloodbank,BB085,36
U03974,O+,hospital,H017,30
U03975,A+,hospital,H033,38
U03976,O+,hospital,H028,37
U03977,O+,hospital,H025,28
